id	kanji	kana	translation
66403	辰巳	たつみ	东南
66404	辱め	はずかしめ	耻辱，侮辱
66405	辱める	はずかしめる	侮辱，羞辱，玷污，玷辱
66406	辱知	じょくち	辱知，辱承相识
66407	農事	のうじ	农事，农活
66408	農作	のうさく	农耕，耕作，耕种
66409	農作業	のうさぎょう	农活，田间劳动，庄稼活儿
66410	農作物	のうさくぶつ	农作物，庄稼
66411	農兵	のうへい	屯田兵，农民军
66412	農具	のうぐ	农具
66413	農博	のうはく	农学博士
66414	農園	のうえん	农场
66415	農地	のうち	农业用土地，农田，庄稼地，耕地
66416	農地改革	のうちかいかく	土地改革
66417	農地法	のうちほう	土地法
66418	農場	のうじょう	农场
66419	農大	のうだい	农业大学
66420	農夫	のうふ	农民，农夫，雇农，长工
66421	農奴	のうど	农奴
66422	農婦	のうふ	务农的妇女，农妇
66423	農学	のうがく	农学
66424	農学校	のうがっこう	农专，农业中等专科学校
66425	農家	のうか	农户，农民，农家，农民的家
66426	農山村	のうさんそん	农村和山村
66427	農工	のうこう	工农业，农业和工业
66428	農政	のうせい	农业行政
66429	農期	のうき	农时，农忙期
66430	農本主義	のうほんしゅぎ	农本主义，重农主义
66431	農村	のうそん	农村，乡村
66432	農林	のうりん	农林，农业和林业
66433	農林水産大臣	のうりんすいさんだいじん	农林水产大臣，农林水产部长
66434	農林水産省	のうりんすいさんしょう	农林水产省，农林水产部
66435	農業	のうぎょう	农业，农耕
66436	農業協同組合	のうぎょうきょうどうくみあい	农业合作社
66437	農機具	のうきぐ	农机具，农具，农业机械器具
66438	農民	のうみん	农民，庄稼人
66439	農民一揆	のうみんいっき	农民起义
66440	農水産物	のうすいさんぶつ	农水产品
66441	農法	のうほう	农耕的方法，耕作方法
66442	農牧	のうぼく	农牧业，农业和畜牧
66443	農産	のうさん	农产，农产品
66444	農産物	のうさんぶつ	农产物，农产品
66445	農繁期	のうはんき	农忙期，农忙季节
66446	農耕	のうこう	耕作，种田
66447	農舎	のうしゃ	农家小房
66448	農芸	のうげい	农业和园艺，农艺，农业技术
66449	農薬	のうやく	农药
66450	農道	のうどう	农业用道路
66451	農閑期	のうかんき	农闲期，农闲季节
66452	辺	へん	一带，附近，大致，边
66453	辺り	あたり	附近，周围，大约，上下
66454	辺り近所	あたりきんじょ	附近
66455	辺土	へんど	边疆，边远地方，偏僻地方
66456	辺地	へんち	边远地方，偏僻地方
66457	辺境	へんきょう	边境，边疆，边远地区
66458	辺幅	へんぷく	边幅，外表，衣着打扮
66459	辺材	へんざい	边材
66460	辺民	へんみん	边疆居民，住在边远地区的人
66461	辺鄙	へんぴ	偏僻
66462	辺際	へんさい	边际，极限，终极
66463	辻	つじ	十字路口，十字街，路旁，街头
66464	辻切り	つじぎり	试刀杀人
66465	辻占	つじうら	问卜的卦签
66466	辻商い	つじあきない	街头摊贩
66467	辻堂	つじどう	路旁的小佛堂
66468	辻売り	つじうり	街头摊贩
66469	辻強盗	つじごうとう	路劫，劫盗
66470	辻待ち	つじまち	在街上等候
66471	辻札	つじふだ	路旁告示牌，路旁禁令牌，路旁公告牌
66472	辻番	つじばん	岗卫，岗哨
66473	辻芝居	つじしばい	街头剧
66474	辻褄	つじつま	条理，道理，首尾，前后
66475	辻説法	つじせっぽう	街头说法，街头讲道
66476	辻車	つじぐるま	街头揽座的人力车
66477	辻風	つじかぜ	旋风
66478	辻馬車	つじばしゃ	街头揽座的马车
66479	辻駕籠	つじかご	街头揽座的轿子
66480	込み	こみ	一包在内，一揽子，总共，通通
66481	込み上げる	こみあげる	往上冲，往上涌，作呕，欲呕
66482	込み入る	こみいる	错综，复杂，纠缠不清
66483	込み合う	こみあう	人多，拥挤，人山人海
66484	込む	こむ	"人多，拥挤，混杂，费事

～～进，～～进去，彻底，深"
66485	込める	こめる	装填，包括在内，计算在内，集中
66486	込め物	こめもの	填充物，嵌夹物，填充材料，夹条
66487	辿り書き	たどりがき	边想边写
66488	辿り着く	たどりつく	好容易走到，挣扎走到
66489	辿り読み	たどりよみ	一个字一个字结结巴巴地念
66490	辿る	たどる	沿路前进，边走边找，追寻，追溯
66491	迂回	うかい	迂回，绕远儿，走弯路
66492	迂曲	うきょく	迂曲，迂回，曲折，绕远儿
66493	迂生	うせい	愚兄，愚弟
66494	迂遠	うえん	迂回，绕远儿，迂阔，迂缓
66495	迂闊	うかつ	愚蠢，无知，稀里糊涂，粗心大意
66496	迂闊者	うかつもの	愚蠢的人，不谙世事的人，稀里糊涂的人，马马虎虎的人
66497	迄	まで	到，至，直到～～程度，到～～地步
66498	迄に	までに	到～～，在～～以前，到～～程度
66499	迅速	じんそく	迅速
66500	迅雷	じんらい	迅雷
66501	迎え	むかえ	迎，迎接，迎接的人，死期
66502	迎える	むかえる	迎，迎接，欢迎，接待
66503	迎え入れる	むかえいれる	迎入，迎进家里，请进来
66504	迎え撃つ	むかえうつ	迎击
66505	迎え水	むかえみず	架上供奉的水
66506	迎え火	むかえび	迎魂火
66507	迎え酒	むかえざけ	为解宿醉而饮的酒
66508	迎合	げいごう	迎合，逢迎，投其所好
66509	迎接突起	げいせつとっき	受精锥
66510	迎撃	げいげき	迎击
66511	迎春	げいしゅん	迎春，迎接新春，迎接新年
66512	迎賓館	げいひんかん	迎宾馆
66513	近い	ちかい	近，接近，靠近，靠
66514	近く	ちかく	近处，近旁，附近，不久
66515	近さ	ちかさ	近度
66516	近づき	ちかづき	熟识，相识
66517	近づく	ちかづく	挨近，靠近，靠，靠拢
66518	近づける	ちかづける	挨近，靠近，接近，让～～接近
66519	近世	きんせい	近世，近代
66520	近事	きんじ	最近发生的事情
66521	近代	きんだい	近代，近代，现代
66522	近代五種競技	きんだいごしゅきょうぎ	现代五项比赛
66523	近代劇	きんだいげき	近代剧，现代剧
66524	近代史	きんだいし	近代史
66525	近代国家	きんだいこっか	现代国家，近代国家
66526	近代文学	きんだいぶんがく	近代文学，现代文学
66527	近代産業	きんだいさんぎょう	现代产业，现代工业
66528	近代的	きんだいてき	现代，摩登
66529	近代社会	きんだいしゃかい	近代社会，现代社会
66530	近代都市	きんだいとし	现代都市，现代城市
66531	近似	きんじ	近似，类似
66532	近作	きんさく	最近作品，最近著作
66533	近侍	きんじ	近侍，扈从
66534	近信	きんしん	最近的音信
66535	近傍	きんぼう	近旁，附近
66536	近写	きんしゃ	近摄，近拍，近摄镜头
66537	近刊	きんかん	近期出版，最近出版，新近出版
66538	近古	きんこ	近古，最近的古代
66539	近回り	ちかまわり	走近路，抄近道，附近，近处
66540	近因	きんいん	近因，直接原因
66541	近在	きんざい	附近的乡村，邻近的村镇
66542	近地点	きんちてん	近地点
66543	近寄る	ちかよる	挨近，靠近，走近，接近
66544	近年	きんねん	近几年，最近
66545	近影	きんえい	最近摄的照片，近影
66546	近所	きんじょ	近处，附近，左近，近邻
66547	近接	きんせつ	接近，挨近，靠近，贴近
66548	近日	きんじつ	最近几天，两三天内，过两天
66549	近日点	きんじつてん	近日点
66550	近星点	きんせいてん	近星点
66551	近時	きんじ	近来，最近
66552	近景	きんけい	近处的景致，近景
66553	近村	きんそん	附近的村落
66554	近来	きんらい	近来，近日，最近
66555	近東	きんとう	近东
66556	近業	きんぎょう	最近的工作，最近的作品
66557	近況	きんきょう	近况
66558	近海	きんかい	近海
66559	近火	きんか	近处火灾，邻近的火警
66560	近点	きんてん	近点
66561	近物	ちかもの	现货
66562	近生代	きんせいだい	新生代
66563	近目	ちかめ	近视眼，浅见，没有远见，较近处
66564	近県	きんけん	附近的县，邻县
66565	近眼	きんがん	近视，近视眼
66566	近着	きんちゃく	最近运到，最近寄到
66567	近称	きんしょう	近称
66568	近習	きんじゅ	近侍者，近臣
66569	近臣	きんしん	近侍之臣，近臣
66570	近著	きんちょ	最近的著作
66571	近衛	このえ	近卫，卫队，禁卫军，御林军
66572	近視	きんし	近视，近视眼
66573	近親	きんしん	近亲
66574	近親交配	きんしんこうはい	近亲交配
66575	近詠	きんえい	最近作的诗歌
66576	近距離	きんきょり	近距离，离得近
66577	近辺	きんぺん	近处，左近，近旁，附近
66578	近近	きんきん	近日，最近，过几天，过两三天
66579	近近	ちかぢか	不久，过几天
66580	近道	ちかみち	近路，近道，抄道，捷径
66581	近郊	きんこう	近郊，郊区
66582	近郷	きんごう	附近的乡村，附近的村子
66583	近隣	きんりん	近邻，邻近
66584	近頃	ちかごろ	近来，近日，最近，这些日子
66585	返し	かえし	还，复起，复发
66586	返し歌	かえしうた	和词，和的诗，唱酬的诗歌，短歌
66587	返し縫い	かえしぬい	用倒勾针缝，缉
66588	返す	かえす	还给，归还，退掉，送回
66589	返り初日	かえりしょにち	重新上演的第一天
66590	返り咲き	かえりざき	再度开花，恢复工作，重新上台，官复原职
66591	返り咲く	かえりざく	再度开花，恢复工作，官复原职，东山再起
66592	返り点	かえりてん	读音顺序符号
66593	返り血	かえりち	溅回的血
66594	返り討ち	かえりうち	复仇不成反被杀害
66595	返る	かえる	归还，返还，还原，恢复
66596	返上	へんじょう	曉怣 [傊傫偟傫]  ///   回信，回电
66597	返事	へんじ	答应，回答，回话，回信
66598	返付	へんぷ	还，交还，发还，退还
66599	返信料	へんしんりょう	复信邮资，复信费，复电费
66600	返却	へんきゃく	还，归还，退还
66601	返品	へんぴん	退货，退还货物
66602	返報	へんぽう	报答，报酬，报复，报仇
66603	返戻	へんれい	退还，归还
66604	返書	へんしょ	回信
66605	返本	へんぽん	退书，退回出版社的书
66606	返杯	へんぱい	还杯，回敬酒
66607	返歌	へんか	酬答的诗，答诗
66608	返済	へんさい	还，偿还，还债
66609	返照	へんしょう	反照，反射，夕照，夕阳
66610	返球	へんきゅう	回传球
66611	返礼	へんれい	回礼，还礼，答礼，报复
66612	返答	へんとう	回答，回话
66613	返納	へんのう	交回，放回，归还
66614	返送	へんそう	送回，运回，寄回
66615	返還	へんかん	归还
66616	返金	へんきん	还债，还帐，还钱
66617	返電	へんでん	回电，复电
66618	迫め上木	せめうわぎ	支拱，拱架
66619	迫り	せり	推出装置
66620	迫り上げる	せりあげる	推到上面
66621	迫り出し	せりだし	推出，推出装置
66622	迫り出す	せりだす	推出，向上推，推到前面，向前突出
66623	迫り台	せりだい	拱座，桥墩
66624	迫り持ち	せりもち	拱，拱洞，拱顶，拱形
66625	迫り石	せりいし	拱石，拱形石，楔形石
66626	迫り腰	せりごし	梁腋，拱腰
66627	迫る	せまる	强迫，迫使，迫近，逼近
66628	迫力	はくりょく	动人的力量，扣人心弦
66629	迫害	はくがい	迫害，虐待
66630	迫撃	はくげき	迫击，迫近攻击
66631	迫撃砲	はくげきほう	迫击炮
66632	迫真	はくしん	逼真
66633	述	じゅつ	著，著述
66634	述べる	のべる	叙述，陈述，说明，申诉
66635	述作	じゅっさく	著书，著述，著作
66636	述懐	じゅっかい	谈心，叙述感想
66637	述語	じゅつご	谓语，宾辞
66638	迷い	まよい	迷惑，糊涂，错觉，幻觉
66639	迷い歩く	まよいあるく	走迷，迷路，流浪，漂泊
66640	迷い込む	まよいこむ	闯进，误入
66641	迷う	まよう	迷，迷失，犹豫，踌躇
66642	迷わす	まよわす	迷惑，蛊惑，紊乱，混乱
66643	迷信	めいしん	迷信
66644	迷子	まいご	迷路，走失的孩子，失踪，下落不明
66645	迷子札	まいごふだ	姓名住址牌
66646	迷宮	めいきゅう	迷宫，五里雾中
66647	迷彩	めいさい	迷彩
66648	迷惑	めいわく	麻烦，烦扰，为难，打搅
66649	迷文	めいぶん	胡涂文章
66650	迷論	めいろん	胡涂言论
66651	迷走神経	めいそうしんけい	迷走神经
66652	迷走電流	めいそうでんりゅう	漏泄电流
66653	迷路	めいろ	迷路，迷途
66654	迷鳥	めいちょう	失群的鸟
66655	迸る	ほとばしる	迸出，喷出，溅出
66656	迸出	へいしゅつ	喷出，溢出
66657	追いかける	おいかける	追赶，紧接着，紧跟着
66658	追いすがる	おいすがる	追上缠住，追上拽住，紧跟着追，脚跟脚地追
66659	追いつく	おいつく	赶上，追上，来得及
66660	追いまくる	おいまくる	赶开，驱散，追赶，催逼
66661	追いやる	おいやる	赶走，撵走，逼到，撵到
66662	追い上げる	おいあげる	赶到上边去，紧紧追赶，追上，赶上
66663	追い出し	おいだし	赶出，驱逐，解雇，散场鼓
66664	追い出す	おいだす	赶出，逐出，轰出，撵出
66665	追い剥ぎ	おいはぎ	路上打劫，劫路的强盗，劫路贼，剪径
66666	追い回す	おいまわす	到处追赶，紧跟着追，尾追，纠缠
66667	追い払い	おいばらい	补交，补缴，补付，追付
66668	追い払う	おいはらう	轰走，赶走，赶开，捛偄曉偡 [偍偄偐偊偡]  ///   逐回，赶回去，击退，拒绝，顶回去
66669	追い抜く	おいぬく	赶过，超过，胜过
66670	追い散らす	おいちらす	驱散
66671	追い星	おいぼし	珍珠斑
66672	追い求める	おいもとめる	追求
66673	追い立て	おいたて	赶走，轰走，逼走，驱逐
66674	追い立てる	おいたてる	赶走，轰走，逼走，驱逐
66675	追い羽根	おいばね	羽毛毽子
66676	追い肥	おいごえ	追肥
66677	追い腹	おいばら	剖腹殉死
66678	追い落とす	おいおとす	追赶使落下，驱散
66679	追い討ち	おいうち	追击
66680	追い詰める	おいつめる	追逼，穷追，追得走投无路
66681	追い越し	おいこし	超过，赶过，超车
66682	追い越す	おいこす	赶过，超过
66683	追い込み	おいこみ	赶进，最后阶段的努力
66684	追い込む	おいこむ	赶进，撵进，逼入，使陷入
66685	追い追い	おいおい	逐渐，渐渐地，不久，按次序
66686	追い酒	おいざけ	额外喝的酒，找补的酒
66687	追い銭	おいせん	另外多付的钱
66688	追い風	おいかぜ	顺风
66689	追い風	おいて	顺风
66690	追う	おう	赶开，赶走，撵走，轰走
66691	追って	おって	随后，过一会儿，回头，以后
66692	追って書き	おってがき	附言，再启，再者，又及
66693	追っ付け	おっつけ	紧跟着，很快地，不久，一会儿
66694	追っ手	おって	追赶者，追捕者，追缉者，追兵
66695	追っ掛け	おっかけ	紧接着，随后，接连着，追踪的场面
66696	追っ掛け引っ掛け	おっかけひっかけ	接二连三地，一次又一次地，紧接着，频仍
66697	追っ掛け継ぎ	おっかけつぎ	嵌接
66698	追伸	ついしん	再启，又及
66699	追体験	ついたいけん	随后体验，体验别人的经验
66700	追儺	ついな	撒豆驱鬼，驱鬼仪式，傩
66701	追分	おいわけ	岔路，岔道，岔道口
66702	追刊	ついかん	追加刊印，续刊，增刊
66703	追加	ついか	追加，再增加，添补，补上
66704	追及	ついきゅう	追赶，追上，赶上，追究
66705	追叙	ついじょ	死后授予勋位
66706	追号	ついごう	谥名
66707	追善	ついぜん	祈冥福，做佛事
66708	追奪	ついだつ	追夺，死后剥夺，追回，收回
66709	追尾	ついび	尾随，跟随，追踪
66710	追従	ついしょう	奉承，逢迎，谄媚
66711	追従	ついじゅう	跟着～～跑，追随，模仿，效法
66712	追徴	ついちょう	追加征收，追征
66713	追悼	ついとう	追悼
66714	追想	ついそう	追忆，回忆，追念
66715	追慕	ついぼ	眷恋，怀念，追慕，景慕
66716	追憶	ついおく	追忆，回忆，追想，缅怀
66717	追撃	ついげき	追击
66718	追放	ついほう	放逐，驱逐，赶出，驱除，肃清
66719	追敷	おいじき	追加保证金
66720	追求	ついきゅう	追求，寻求，追加要求，补充要求
66721	追河	おいかわ	丁斑
66722	追白	ついはく	再启，又及
66723	追究	ついきゅう	追求，追究，搞清，弄清
66724	追突	ついとつ	从后面撞上
66725	追窮	ついきゅう	追求，追究，搞清，弄清
66726	追納	ついのう	事后交纳，补交，追交
66727	追給	ついきゅう	补发，后发，随后发给，补发的工资
66728	追考	ついこう	随后考虑，事后斟酌，回头细想
66729	追肥	ついひ	追肥
66730	追討	ついとう	讨伐，扫荡
66731	追記	ついき	补记，补写
66732	追訴	ついそ	追诉，追加诉讼，补充控告
66733	追試験	ついしけん	补考
66734	追認	ついにん	事后承认，追认
66735	追贈	ついぞう	追赠
66736	追走	ついそう	追赶
66737	追走曲	ついそうきょく	两重轮唱曲，卡农曲
66738	追起訴	ついきそ	追加起诉，补充起诉
66739	追跡	ついせき	追踪，跟踪追赶，追缉
66740	追跡元素	ついせきげんそ	示踪元素
66741	追跡子	ついせきし	示踪原子，追踪程序
66742	追跡権	ついせきけん	公海追捕权
66743	追送	ついそう	随后送去，补送，送行
66744	追録	ついろく	补写，添写，补写部分，附录
66745	追随	ついずい	追随，跟随，跟着跑，步人后尘
66746	退く	しりぞく	倒退，后退，退出，离开
66747	退く	どく	躲开，让开
66748	退く	のく	向后退，退后，退避，躲开
66749	退く	ひく	退，后退，落，减退
66750	退ける	しりぞける	斥退，退去，退下，击退
66751	退ける	どける	挪开，移开
66752	退ける	のける	推开，挪开，除掉，去掉
66753	退る	しさる	后退
66754	退る	すさる	向后退
66755	退京	たいきょう	离京，出京
66756	退任	たいにん	卸任，退职
66757	退会	たいかい	退会，退出
66758	退位	たいい	退位
66759	退出	たいしゅつ	退出，退下
66760	退勢	たいせい	颓势
66761	退勤	たいきん	下班
66762	退化	たいか	退化，退步，倒退
66763	退却	たいきゃく	退却，败走，离去，走开
66764	退去	たいきょ	退去，离开，出境
66765	退団	たいだん	退出团体
66766	退場	たいじょう	退席，退场，退出，下台
66767	退嬰	たいえい	退缩，保守
66768	退学	たいがく	退学
66769	退官	たいかん	辞去官职，从官职告退
66770	退屈	たいくつ	无聊，闷，寂寞，厌倦
66771	退席	たいせき	退席，退场
66772	退庁	たいちょう	下班
66773	退座	たいざ	退席，离座，退团，退出剧团
66774	退廃	たいはい	颓废，颓败，衰颓
66775	退廃的	たいはいてき	颓废的
66776	退廷	たいてい	退庭
66777	退役	たいえき	退伍，复员，退役
66778	退散	たいさん	逃走，逃散，散去，离去
66779	退校	たいこう	退学，开除学籍
66780	退歩	たいほ	退步
66781	退治	たいじ	惩办，扑灭，消灭
66782	退治る	たいじる	消灭，歼灭
66783	退潮	たいちょう	退潮，落潮，衰退趋势，趋向低潮
66784	退社	たいしゃ	退职，辞职，下班
66785	退紅色	たいこうしょく	粉红色，浅红色，桃红色
66786	退耕	たいこう	隐退务农，解甲归田
66787	退職	たいしょく	退职
66788	退職年金	たいしょくねんきん	退休金
66789	退職手当	たいしょくてあて	退职津贴，退职金
66790	退色	たいしょく	退色，掉色
66791	退蔵	たいぞう	囤积，隐藏
66792	退行	たいこう	倒走，后退，器官退化，逆行
66793	退路	たいろ	退路，后路，逃路
66794	退避	たいひ	躲避，退避
66795	退院	たいいん	出院，走出议院
66796	退陣	たいじん	撤退，下台，退出公职
66797	退隠	たいいん	引退，卸任
66798	送り	おくり	送，寄，伴送，送憲傝壖柤 [偍偔傝偑側]  ///   送假名
66799	送り人	おくりにん	发送人，寄件人，发货人，汇款人
66800	送り付ける	おくりつける	送交，送到
66801	送り先	おくりさき	送达地点，发往地，寄送地址
66802	送り出し	おくりだし	送出，发出，从背后推出场外
66803	送り出す	おくりだす	送出，打发出去，发出
66804	送り届ける	おくりとどける	送到，送达，送来
66805	送り手	おくりて	送货人，寄发者，寄件人，提供者
66806	送り火	おくりび	送神火
66807	送り状	おくりじょう	发货单，发单，装货清单，送货单
66808	送り狼	おくりおおかみ	不良的男人
66809	送り賃	おくりちん	运费
66810	送り込む	おくりこむ	送到，带到
66811	送り迎え	おくりむかえ	迎送，接送
66812	送り返す	おくりかえす	送回，退回，运回，遣送回国
66813	送る	おくる	送，寄，邮寄，汇寄
66814	送付	そうふ	发送，寄送，寄出，送出
66815	送信	そうしん	发报，播送，发射
66816	送別	そうべつ	送别
66817	送受話器	そうじゅわき	送受话机，手机，耳机
66818	送呈	そうてい	送上，奉送
66819	送料	そうりょう	邮费，运费
66820	送検	そうけん	送交检察院
66821	送気管	そうきかん	通风管
66822	送水	そうすい	送水，输水
66823	送油	そうゆ	输送原油
66824	送球	そうきゅう	传球，扔球，掷球
66825	送稿	そうこう	送稿
66826	送籍	そうせき	转户籍
66827	送致	そうち	送交，解送
66828	送葬	そうそう	送葬，送丧
66829	送行	そうこう	送行
66830	送話	そうわ	通话，播送
66831	送辞	そうじ	送别词
66832	送迎	そうげい	迎送，接送
66833	送達	そうたつ	送交，通知，运送，投递
66834	送還	そうかん	送还，遣返
66835	送金	そうきん	寄钱，汇款
66836	送電	そうでん	输电，供电
66837	送風	そうふう	送风，吹风
66838	逃がす	にがす	放，放掉，放跑，没有抓住
66839	逃げ	にげ	逃跑，逃避，逃遁
66840	逃げる	にげる	逃跑，逃走，逃脱，逃遁
66841	逃げ出す	にげだす	逃出，逃走，逃掉，溜掉
66842	逃げ切る	にげきる	逃跑，逃掉，逃脱，成功地甩开对手，到达终点
66843	逃げ口	にげぐち	逃路
66844	逃げ口上	にげこうじょう	借口，遁辞
66845	逃げ回る	にげまわる	乱逃，乱跑，乱窜
66846	逃げ場	にげば	逃避的地方
66847	逃げ失せる	にげうせる	逃掉，逃得无影无踪
66848	逃げ帰る	にげかえる	逃回来
66849	逃げ延びる	にげのびる	逃脱，远遁，远逃
66850	逃げ惑う	にげまどう	乱窜
66851	逃げ支度	にげじたく	逃跑的准备
66852	逃げ散る	にげちる	逃散，逃得七零八落，四散奔逃
66853	逃げ果せる	にげおおせる	逃掉，逃之夭夭
66854	逃げ水	にげみず	陆上的海市蜃楼
66855	逃げ腰	にげごし	想要逃脱，想要逃避
66856	逃げ足	にげあし	逃跑
66857	逃げ込む	にげこむ	逃进，躲入，窜入
66858	逃げ遅れる	にげおくれる	逃晚了
66859	逃げ道	にげみち	逃路，退路，逃避方法
66860	逃げ隠れ	にげかくれ	逃避，逃匿
66861	逃す	のがす	逸失，放过，错过
66862	逃れ	のがれ	逃避，避开，回避
66863	逃れる	のがれる	逃跑，逃出，逃遁，逃脱
66864	逃亡	とうぼう	逃走，逃遁，逃跑，逃亡
66865	逃奔	とうほん	逃奔，逃跑
66866	逃散	とうさん	逃散，逃亡
66867	逃散能	とうさんのう	逸性，逸度
66868	逃竄	とうざん	逃窜
66869	逃脱	とうだつ	逃脱
66870	逃走	とうそう	逃走，逃跑
66871	逃辞	にげことば	遁辞
66872	逃避	とうひ	逃避
66873	逆	ぎゃく	逆，倒，反
66874	逆さ	さかさ	逆，倒，颠倒，相反
66875	逆さま	さかさま	逆，倒，颠倒，相反
66876	逆さ富士	さかさふじ	富士山倒影
66877	逆さ睫	さかさまつげ	倒睫毛
66878	逆さ言葉	さかさことば	反语，反话，倒语，音节次序颠倒的词
66879	逆とんぼ	さかとんぼ	倒翻筋斗，倒翻跟头，头朝下，倒栽葱
66880	逆なで	さかなで	逆着抚摩，反捋，倒捋，触怒
66881	逆ねじ	さかねじ	倒扭，反拧，反击，反攻
66882	逆むけ	さかむけ	倒刺，倒拉刺，肉刺
66883	逆らう	さからう	逆，反，违背，背逆
66884	逆上	ぎゃくじょう	血充上头，狂乱，勃然大怒，大为恼火
66885	逆上	のばせ	冲昏头脑，晕头转向，头部充血，上火
66886	逆上がり	さかあがり	卷身上
66887	逆上せる	のぼせる	头部充血，上火，头昏脑涨，晕头转向
66888	逆上せ上がる	のぼせあがる	头昏眼花，头昏脑涨，晕头转向，冲昏头脑
66889	逆上性	のぼせしょう	性情急躁，脾气暴躁，爱上火
66890	逆光	ぎゃくこう	逆光
66891	逆光線	ぎゃくこうせん	逆光线
66892	逆剃り	さかぞり	倒剃，刀刃向上剃，戗着毛剃
66893	逆効果	ぎゃくこうか	反乎预期的效果，适得其反的效果，逆效果
66894	逆境	ぎゃっきょう	逆境，拂逆的处境
66895	逆夢	さかゆめ	反梦，与现实相反的梦
66896	逆子	さかご	逆生儿
66897	逆宣伝	ぎゃくせんでん	反宣传
66898	逆巻く	さかまく	翻卷，汹涌，奔腾
66899	逆徒	ぎゃくと	叛徒，叛逆
66900	逆心	ぎゃくしん	叛逆心，叛意
66901	逆性石鹸	ぎゃくせいせっけん	消毒肥皂
66902	逆恨み	さかうらみ	反被怨恨，曲解别人的好意而怨恨，把好心当作歹意
66903	逆戻り	ぎゃくもどり	往回走，返回来，走回头路，开倒车
66904	逆手	ぎゃくて	反扭对方胳膊，将计就计
66905	逆手	さかて	倒持，倒握，反握，下手握法
66906	逆探知	ぎゃくたんち	追查
66907	逆接	ぎゃくせつ	逆接
66908	逆数	ぎゃくすう	倒数，逆数
66909	逆旅	げきりょ	逆旅，旅馆，旅店
66910	逆比例	ぎゃくひれい	反比例，反比
66911	逆毛	さかげ	倒竖的毛发
66912	逆波	さかなみ	逆浪，顶头浪，翻卷的浪
66913	逆流	ぎゃくりゅう	逆流，倒流
66914	逆浪	ぎゃくろう	逆流的波浪，逆风的波浪，逆浪
66915	逆産	ぎゃくざん	倒生，逆产
66916	逆用	ぎゃくよう	反过来利用
66917	逆目	さかめ	倒着的木纹，逆着的纹理
66918	逆立ち	さかだち	倒立，拿大顶，竖蜻蜒，颠倒
66919	逆立つ	さかだつ	倒立，倒竖
66920	逆立てる	さかだてる	倒立，倒竖
66921	逆算	ぎゃくさん	倒过来算，倒算，倒数
66922	逆縁	ぎゃくえん	逆缘
66923	逆臣	ぎゃくしん	叛逆之臣
66924	逆落とし	さかおとし	头朝下地落下，倒栽葱，从悬崖上冲下
66925	逆行	ぎゃっこう	逆行，倒行，退行，开倒车
66926	逆襲	ぎゃくしゅう	反攻，还击
66927	逆説	ぎゃくせつ	反论，僻论，似是而非的论点
66928	逆賊	ぎゃくぞく	叛徒，反贼，叛逆
66929	逆転	ぎゃくてん	反转，倒转，逆转，倒过来
66930	逆輸入	ぎゃくゆにゅう	重又进口，再输入
66931	逆輸出	ぎゃくゆしゅつ	重又出口，再输出
66932	逆運	ぎゃくうん	厄运，逆境
66933	逆鞘	ぎゃくざや	贴现率的差额
66934	逆風	ぎゃくふう	逆风，顶风，戗风
66935	逆飛び	さかとび	头先入水
66936	逆鱗	げきりん	逆鳞，天子的震怒，上级的不快
66937	逍遥	しょうよう	逍遥，散步，徘徊
66938	透かし	すかし	间隙，空隙，透珑，透明
66939	透かし彫り	すかしぼり	透珑镂刻
66940	透かし絵	すかしえ	迎亮可看出来的画儿
66941	透かし編み	すかしあみ	透亮编织，花边
66942	透かし織り	すかしおり	薄罗，薄纱，薄绢
66943	透かす	すかす	留开缝隙，留出空隙，留出间隔，使稀疏
66944	透き影	すきかげ	透过缝隙看见的影，迎亮看见的影子
66945	透き織り	すきおり	稀织，稀薄纺织物
66946	透き見	すきみ	窥视，偷看
66947	透き身	すきみ	薄肉片，薄鱼片
66948	透き通る	すきとおる	透明，透过去，清澈，清脆
66949	透き間	すきま	缝，缝隙，闲工夫，闲暇
66950	透き間風	すきまかぜ	贼风，裂痕，隔阂
66951	透く	すく	有空隙，有缝，有间隙，少
66952	透ける	すける	透过～～看见，透明的
66953	透る	とおる	透明，透光，透过
66954	透写	とうしゃ	透写，映写，描图，复写
66955	透化	とうか	玻璃化，透明化
66956	透壁分気法	とうへきぶんきほう	微孔分气法
66957	透射	とうしゃ	透射
66958	透徹	とうてつ	清澈，清新，透彻，精辟
66959	透明	とうめい	透明，纯洁，单纯
66960	透明膜	とうめいまく	透明膜
66961	透析	とうせき	渗析，透析，隔膜分离
66962	透水	とうすい	透水，渗水
66963	透浸油	とうしんゆ	浸渍油
66964	透湿性	とうしつせい	透潮性，渗潮性
66965	透照	とうしょう	透射，透穿照射
66966	透熱	とうねつ	透热
66967	透石膏	とうせっこう	透明石膏
66968	透磁率	とうじりつ	导磁率
66969	透綾	すきや	薄绢，亮纱
66970	透膜性	とうまくせい	透析性，透膜性，渗析性
66971	透蛋白石	とうたんぱくせき	水蛋白石
66972	透視	とうし	透视
66973	透視画	とうしが	透视图，透视画，投影图，配景画
66974	透角閃石	とうかくせんせき	透闪石
66975	透輝石	とうきせき	透辉石
66976	透過	とうか	透过，穿过
66977	透過能	とうかのう	穿透力，穿透性，贯穿性
66978	逐一	ちくいち	逐一，一个一个地，一一，详尽地
