#ESV	Root	Lat	Lon	Verses	Comment
Philistia	Sidon	>33.56316734135746	>35.36634649354799	Ex 15:14, Ps 60:8, Ps 83:7, Ps 87:4, Ps 108:9, Isa 14:29, Isa 14:31, Joel 3:4, Zech 9:6	
Phoenicia	Sidon	>33.56316734135746	>35.36634649354799	Acts 11:19, Acts 15:3, Acts 21:2	
Phoenix		35.1988857652248	24.08098202270813	Acts 27:12	
Phrygia	Laodicea	~37.76986723761415	~29.06450110237073	Acts 2:10, Acts 16:6, Acts 18:23	
Pi-beseth		30.583333	31.500000	Ezek 30:17	~
Pi-hahiroth		29.94658?	32.425144?	Ex 14:2, Ex 14:9, Num 33:7	
Pirathon		32.286022	35.022944	Judg 12:15, 2 Sam 23:30, 1 Chr 11:31, 1 Chr 27:14	now Faroun
Pisgah		31.76503129703305	35.71856575741812	Num 21:20, Num 23:14, Deut 3:17, Deut 3:27, Deut 4:49, Deut 34:1, Josh 12:3, Josh 13:20	
Pishon		?	?	Gen 2:11	
Pisidia	Antioch 2	~38.31643056393041	~31.17948683048973	Acts 13:14, Acts 14:24	
Pithom		30.59385132817632	32.18555803140015	Ex 1:11	
Place of a Skull	Jerusalem	~31.777444	~35.234935	Matt 27:33, Mark 15:22	
Plain	Jericho	>31.87060143818292	>35.44386371224434	Deut 34:3	
Pontus		>40.905222	>37.799969	Acts 2:9, Acts 18:2, 1 Pet 1:1	region
Pool of Shelah	Jerusalem	<31.777444	<35.234935	Neh 3:15	
Potsherd Gate	Jerusalem	<31.777444	<35.234935	Jer 19:2	
Ptolemais	Acco	32.927583	35.081555	Acts 21:7	
Pul	Cyrene	>32.824979	>21.858301	Isa 66:19	
Punon	Dibon 1	~31.49684513710609	~35.78284105296996	Num 33:42, Num 33:43	
Put	Cyrene	>32.824979	>21.858301	Jer 46:9, Ezek 27:10, Ezek 30:5, Ezek 38:5, Nahum 3:9	?
Puteoli		40.83563065297087	14.2677438666742	Acts 28:13	
Raamah		~15.68	~42.78	Ezek 27:22	?
Raamses	Pithom	~30.59385132817632	~32.18555803140015	Ex 1:11	
Rabbah	Ammon	31.95018855468469	35.92413135872749	Deut 3:11, Josh 13:25, Josh 15:60, 2 Sam 11:1, 2 Sam 12:26, 2 Sam 12:27, 2 Sam 12:29, 2 Sam 17:27, 1 Chr 20:1, Jer 49:2, Jer 49:3, Ezek 21:20, Ezek 25:5, Amos 1:14	
Rabbith		32.391416	35.377302	Josh 19:20	
Racal	Carmel	31.43333151674604	35.13333188530802	1 Sam 30:29	
Rahab	On	>30.108086	>31.338220	Job 9:13, Job 26:12, Ps 87:4, Ps 89:10, Isa 30:7, Isa 51:9	
Rakkath	Tiberias	32.79553799444466	35.52922039819518	Josh 19:35	
Rakkon		32.132898	34.788144	Josh 19:46	~
Ramah 1		31.89637863532434	35.20173068977705	Josh 18:25, Josh 19:8, Judg 4:5, Judg 19:13, 1 Kgs 15:17, 1 Kgs 15:21, 1 Kgs 15:22, 2 Chr 16:1, 2 Chr 16:5, 2 Chr 16:6, Ezra 2:26, Neh 7:30, Neh 11:33, Isa 10:29, Jer 31:15, Jer 40:1, Hos 5:8, Matt 2:18	
Ramah 2		33.111078	35.310464	Josh 19:29	
Ramah 3		32.939010	35.368123	Josh 19:36	
Ramah 4	Mizpah 3	31.83273947023218	35.1801628605877	1 Sam 1:19, 1 Sam 2:11, 1 Sam 7:17, 1 Sam 8:4, 1 Sam 15:34, 1 Sam 16:13, 1 Sam 19:18, 1 Sam 19:19, 1 Sam 19:22, 1 Sam 19:23, 1 Sam 20:1, 1 Sam 25:1, 1 Sam 28:3	
Ramah 5	Ramoth-gilead	32.56526757366849	36.00555930879645	2 Kgs 8:29, 2 Chr 22:6	
Ramathaim-zophim	Mizpah 3	31.83273947023218	35.1801628605877	1 Sam 1:1	
Ramath-lehi	Beth-shemesh 1	~31.75274835811488	~34.97660913147738	Judg 15:17	
Ramath-mizpeh	Ramoth-gilead	32.56526757366849	36.00555930879645	Josh 13:26	
Rameses		30.799370210096	31.834216685474	Gen 47:11, Ex 12:37, Num 33:3, Num 33:5	
Ramoth 1	Jezreel 2	~32.5559631396043	~35.33078927843792	1 Chr 6:73, 1 Chr 6:80	
Ramoth 2	Baalath-beer	32.049953	35.733402	1 Sam 30:27	
Ramoth 3	Ramoth-gilead	32.56526757366849	36.00555930879645	Deut 4:43, Josh 20:8, Josh 21:38	
Ramoth-gilead		32.56526757366849	36.00555930879645	1 Kgs 4:13, 1 Kgs 22:3, 1 Kgs 22:4, 1 Kgs 22:6, 1 Kgs 22:12, 1 Kgs 22:15, 1 Kgs 22:20, 1 Kgs 22:29, 2 Kgs 8:28, 2 Kgs 9:1, 2 Kgs 9:4, 2 Kgs 9:14, 2 Chr 18:2, 2 Chr 18:3, 2 Chr 18:5, 2 Chr 18:11, 2 Chr 18:14, 2 Chr 18:19, 2 Chr 18:28, 2 Chr 22:5	
Recah	Bethlehem 1	~31.70536129174666	~35.21026630105202	1 Chr 4:12	?
Red Sea		>27.088473	>34.771729	Ex 10:19, Ex 13:18, Ex 15:4, Ex 15:22, Ex 23:31, Num 14:25, Num 21:4, Num 33:10, Num 33:11, Deut 1:40, Deut 2:1, Deut 11:4, Josh 2:10, Josh 4:23, Josh 24:6, Judg 11:16, 1 Kgs 9:26, Neh 9:9, Ps 106:7, Ps 106:9, Ps 106:22, Ps 136:13, Ps 136:15, Jer 49:21, Acts 7:36, Heb 11:29	water
Rehob 1	Beth-rehob	33.219354	35.544122	Num 13:21, 2 Sam 10:8	
Rehob 2	Hammath	~33.125828	~35.165000	Josh 19:28	
Rehob 3	Helkath	~32.955448	~35.211971	Josh 19:30, Josh 21:31, Judg 1:31, 1 Chr 6:75	
Rehoboth 1		31.066829	34.597830	Gen 26:22	
Rehoboth 2	Zered	~30.884128	~35.897633	Gen 36:37, 1 Chr 1:48	
Rehoboth-Ir	Nineveh	36.359410	43.152887	Gen 10:11	
Rekem	Irpeel	~31.869343	~35.197712	Josh 18:27	
Remeth	Jezreel 2	~32.5559631396043	~35.33078927843792	Josh 19:21	
Rephaim	Golan	~>32.80007552505443	~>35.93730130476259	Deut 3:13	
Rephidim		28.73106102564323	33.84169995726504	Ex 17:1, Ex 17:8, Ex 19:2, Num 33:14, Num 33:15	
Resen	Nineveh	~36.359410	~43.152887	Gen 10:12	
Rezeph		35.950000	39.016667	2 Kgs 19:12, Isa 37:12	~; from http://en.wikipedia.org/wiki/Resafa
Rhegium		38.11158003147303	15.64327902497161	Acts 28:13	
Rhodes		36.44192632910195	28.22672173336723	Acts 21:1	
Riblah 1		34.431703	36.545259	2 Kgs 23:33, 2 Kgs 25:6, 2 Kgs 25:20, 2 Kgs 25:21, Jer 39:5, Jer 39:6, Jer 52:9, Jer 52:10, Jer 52:26, Jer 52:27, Ezek 6:14	
Riblah 2	Ain 1	~34.353071	~36.385705	Num 34:11	
Rimmon 1		31.934660	35.297063	Judg 20:45, Judg 20:47, Judg 21:13	
Rimmon 2	Ain 1	34.353071	36.385705	Josh 15:32, Josh 19:7, 1 Chr 4:32, Zech 14:10	
Rimmon 3	Dimnah	32.781808	35.321364	Josh 19:13	
Rimmono	Dimnah	32.781808	35.321364	1 Chr 6:77	
Rimmon-perez	Ashnah	~31.8099	~34.9365	Num 33:19, Num 33:20	
Rissah	Mount Hor 1	~30.317396	~35.407152	Num 33:21, Num 33:22	
Rithmah	Ashnah	~31.8099	~34.9365	Num 33:18, Num 33:19	
River	Euphrates	35.090577	40.427780	Num 22:5, Deut 11:24, Josh 24:3, Josh 24:14, Josh 24:15, Ps 72:8, Ps 80:11, Isa 7:20, Isa 8:7, Isa 11:15, Mic 7:12, Zech 9:10	
Rock of Escape	Maon	~31.41666666666668	~35.1166666666667	1 Sam 23:28	
Rogelim	Mahanaim	~32.214708?	~35.632914?	2 Sam 17:27, 2 Sam 19:31	
Rome		41.9	12.48333333333333	Acts 2:10, Acts 18:2, Acts 19:21, Acts 23:11, Acts 28:14, Acts 28:16, Rom 1:7, Rom 1:15, 2 Tim 1:17	
Rumah	Arumah	32.154887	35.318192	2 Kgs 23:36	?
Sahar	Helbon	~33.664912	~36.248576	Ezek 27:18	?
Salamis		35.17724606944397	33.90755212865949	Acts 13:5	
Salecah		32.493941	36.710337	Deut 3:10, Josh 12:5, Josh 13:11, 1 Chr 5:11	
Salem	Jerusalem	31.777444	35.234935	Gen 14:18, Ps 76:2, Heb 7:1, Heb 7:2	
Salim		32.39933414034645	35.52644309698702	John 3:23	
Salmone		35.21229729880597	26.27449174374278	Acts 27:7	
Salt Sea		31.538593	35.482268	Gen 14:3, Num 34:3, Num 34:12, Deut 3:17, Josh 3:16, Josh 12:3, Josh 15:2, Josh 15:5, Josh 18:19	
Samaria		32.28023100000001	35.19792900000002	1 Kgs 13:32, 1 Kgs 16:24, 1 Kgs 16:28, 1 Kgs 16:29, 1 Kgs 16:32, 1 Kgs 18:2, 1 Kgs 20:1, 1 Kgs 20:10, 1 Kgs 20:17, 1 Kgs 20:34, 1 Kgs 20:43, 1 Kgs 21:1, 1 Kgs 21:18, 1 Kgs 22:10, 1 Kgs 22:37, 1 Kgs 22:38, 1 Kgs 22:51, 2 Kgs 1:2, 2 Kgs 1:3, 2 Kgs 2:25, 2 Kgs 3:1, 2 Kgs 3:6, 2 Kgs 5:3, 2 Kgs 6:19, 2 Kgs 6:20, 2 Kgs 6:24, 2 Kgs 6:25, 2 Kgs 7:1, 2 Kgs 7:18, 2 Kgs 10:1, 2 Kgs 10:12, 2 Kgs 10:17, 2 Kgs 10:35, 2 Kgs 10:36, 2 Kgs 13:1, 2 Kgs 13:6, 2 Kgs 13:9, 2 Kgs 13:10, 2 Kgs 13:13, 2 Kgs 14:14, 2 Kgs 14:16, 2 Kgs 14:23, 2 Kgs 15:8, 2 Kgs 15:13, 2 Kgs 15:14, 2 Kgs 15:17, 2 Kgs 15:23, 2 Kgs 15:25, 2 Kgs 15:27, 2 Kgs 17:1, 2 Kgs 17:5, 2 Kgs 17:6, 2 Kgs 17:24, 2 Kgs 17:26, 2 Kgs 17:28, 2 Kgs 18:9, 2 Kgs 18:10, 2 Kgs 18:34, 2 Kgs 21:13, 2 Kgs 23:18, 2 Kgs 23:19, 2 Chr 18:2, 2 Chr 18:9, 2 Chr 22:9, 2 Chr 25:13, 2 Chr 25:24, 2 Chr 28:8, 2 Chr 28:9, 2 Chr 28:15, Ezra 4:10, Ezra 4:17, Neh 4:2, Isa 7:9, Isa 8:4, Isa 9:9, Isa 10:9, Isa 10:10, Isa 10:11, Isa 36:19, Jer 23:13, Jer 31:5, Jer 41:5, Ezek 16:46, Ezek 16:51, Ezek 16:53, Ezek 16:55, Ezek 23:4, Ezek 23:33, Hos 7:1, Hos 8:5, Hos 8:6, Hos 10:5, Hos 13:16, Amos 3:9, Amos 3:12, Amos 4:1, Amos 6:1, Obad 1:19, Mic 1:1, Mic 1:5, Mic 1:6, Luke 17:11, John 4:4, John 4:5, John 4:7, John 4:9, Acts 1:8, Acts 8:1, Acts 8:5, Acts 8:9, Acts 8:14, Acts 9:31, Acts 15:3	
Samaria's	Samaria	32.28023100000001	35.19792900000002	Hos 10:7	
Samos		37.715172	26.934167	Acts 20:15	
Samothrace		40.467279	25.486069	Acts 16:11	
Sansannah	Madmannah	~31.391668	~34.940502	Josh 15:31	
Sardis		38.47682690345803	28.11413118732089	Rev 1:11, Rev 3:1, Rev 3:4	
Sarid		32.68978573733861	35.19666870006055	Josh 19:10, Josh 19:12	
Sea of Chinnereth	Sea of Galilee	32.80677585520321	35.58936052679091	Num 34:11, Josh 13:27	
Sea of Chinneroth	Sea of Galilee	32.80677585520321	35.58936052679091	Josh 12:3	
Sea of Egypt	Red Sea	>27.088473	>34.771729	Isa 11:15	water
Sea of Galilee		32.80677585520321	35.58936052679091	Matt 4:18, Matt 15:29, Mark 1:16, Mark 7:31, John 6:1	water
Sea of Jazer	Jazer	~31.94352951689796	~35.72776961157128	Jer 48:32	water
Sea of Tiberias	Sea of Galilee	32.80677585520321	35.58936052679091	John 6:1, John 21:1	water
Sea of the Arabah	Salt Sea	31.538593	35.482268	Deut 3:17, Deut 4:49, Josh 3:16, Josh 12:3, 2 Kgs 14:25	water
Sea of the Philistines	Great Sea	>33.24	>33.47	Ex 23:31	water
Seba	Sheba	>9.022736	>38.746799	Ps 72:10, Isa 43:3	
Sebam	Sibmah	~31.815283	~35.766738	Num 32:3	
Secacah		31.766667	35.283333	Josh 15:61	~
Second Quarter	Jerusalem	<31.777444	<35.234935	2 Kgs 22:14, 2 Chr 34:22, Zeph 1:10	
Secu		31.883333	35.200000	1 Sam 19:22	~; now Suweika
Seir	Bozrah 1	>30.734691	>35.606250	Gen 14:6, Gen 32:3, Gen 33:14, Gen 33:16, Gen 36:8, Gen 36:9, Gen 36:30, Num 24:18, Deut 1:44, Deut 2:4, Deut 2:8, Deut 2:12, Deut 2:22, Deut 2:29, Deut 33:2, Josh 11:17, Josh 12:7, Josh 24:4, Judg 5:4, 2 Chr 20:23, 2 Chr 25:11, 2 Chr 25:14, Isa 21:11, Ezek 25:8	
Seirah	Bethel 1	~31.93053920580005	~35.22103274923676	Judg 3:26	SE Ephraim
Sela		30.32243571223214	35.45627946919968	Judg 1:36, 2 Kgs 14:7, Isa 16:1, Isa 42:11	
Seleucia		36.11101750333098	35.92680788324002	Acts 13:4	
Seneh		31.85309428405443	35.28616916703533	1 Sam 14:4	
Senir	Mount Hermon	33.41615982399708	35.85725617635589	Deut 3:9, 1 Chr 5:23, Sng 4:8, Ezek 27:5	
Sephar		14.550219	44.392642	Gen 10:30	~
Sepharad	Sardis	38.47682690345803	28.11413118732089	Obad 1:20	
Sepharvaim		33.789693?	44.459399?	2 Kgs 17:24, 2 Kgs 17:31, 2 Kgs 18:34, 2 Kgs 19:13, Isa 36:19, Isa 37:13	
Serpent's Stone	En-rogel	31.767775	35.234408	1 Kgs 1:9	
Shaalabbin	Shaalbim	31.870364	34.981728	Josh 19:42	
Shaalbim		31.870364	34.981728	Judg 1:35, 1 Kgs 4:9	now Salbit
Shaalim	Gibeon	~31.84684772753698	~35.18491237777512	1 Sam 9:4	
Shaaraim 1		~31.7001	~34.89532	Josh 15:36, 1 Sam 17:52	
Shaaraim 2	Sharuhen	31.282222	34.482500	1 Chr 4:31	
Shahazumah	Beth-shemesh 2	~32.406430	~35.504628	Josh 19:22	
Shalishah	Gibeon	~31.84684772753698	~35.18491237777512	1 Sam 9:4	
Shallecheth	Jerusalem	<31.777444	<35.234935	1 Chr 26:16	
Shamir 1		31.416667	34.933333	Josh 15:48	~
Shamir 2		32.360470	35.250054	Judg 10:1, Judg 10:2	now Sanur
Shaphir		~31.743719	~34.694006	Mic 1:11	
Sharon 1		>32.639068	>34.945929	1 Chr 27:29, Sng 2:1, Isa 33:9, Isa 35:2, Isa 65:10, Acts 9:35	region
Sharon 2	Mount Hermon	~33.41615982399708	~35.85725617635589	1 Chr 5:16	
Sharuhen		31.282222	34.482500	Josh 19:6	now Tel Sharuhen
Shaveh-kiriathaim	Kiriathaim 1	~31.58333333329998	~35.70000000000012	Gen 14:5	
Sheba		>9.022736	>38.746799	Josh 19:2, 1 Kgs 10:1, 1 Kgs 10:4, 1 Kgs 10:10, 1 Kgs 10:13, 2 Chr 9:1, 2 Chr 9:3, 2 Chr 9:9, 2 Chr 9:12, Job 6:19, Ps 72:10, Ps 72:15, Isa 60:6, Jer 6:20, Ezek 27:22, Ezek 27:23, Ezek 38:13	region
Shebarim	Ai 1	~31.91697811712517	~35.26122639380886	Josh 7:5	
Shechem		32.21369123124062	35.2817986718367	Gen 12:6, Gen 33:18, Gen 35:4, Gen 37:12, Gen 37:13, Gen 37:14, Josh 17:7, Josh 20:7, Josh 21:21, Josh 24:1, Josh 24:25, Josh 24:32, Judg 8:31, Judg 9:1, Judg 9:2, Judg 9:3, Judg 9:6, Judg 9:7, Judg 9:18, Judg 9:20, Judg 9:23, Judg 9:24, Judg 9:25, Judg 9:26, Judg 9:28, Judg 9:31, Judg 9:34, Judg 9:39, Judg 9:41, Judg 9:57, Judg 21:19, 1 Kgs 12:1, 1 Kgs 12:25, 1 Chr 6:67, 1 Chr 7:28, 2 Chr 10:1, Ps 60:6, Ps 108:7, Jer 41:5, Hos 6:9, Acts 7:16	
Sheep Gate	Jerusalem	<31.777444	<35.234935	Neh 3:1, Neh 3:32, Neh 12:39, John 5:2	
Shema	Moladah	~31.162327	~35.057114	Josh 15:26	
Shen	Mizpah 3	~31.83273947023218	~35.1801628605877	1 Sam 7:12	
Shepham	Ain 1	~34.353071	~36.385705	Num 34:10, Num 34:11	
Shephelah	Ekron	>31.77761410537458	>34.85214575880509	1 Kgs 10:27, 1 Chr 27:28, 2 Chr 1:15, 2 Chr 9:27, 2 Chr 26:10, 2 Chr 28:18, Jer 17:26, Jer 32:44, Jer 33:13, Obad 1:19	region
Shibah	Beersheba	31.24495217357714	34.8408885849849	Gen 26:33	
Shihor	Brook of Egypt	31.032047	33.854957	Josh 13:3, Isa 23:3	?; river
Shihor-libnath		32.538496	34.907697	Josh 19:26	river; now Nahar Tanninim?
Shikkeron	Ekron	~31.77761410537458	~34.85214575880509	Josh 15:11	
Shilhim	Sharuhen	31.282222	34.482500	Josh 15:32	
Shiloah	Jerusalem	<31.777444	<35.234935	Isa 8:6	
Shiloh		32.05570050712985	35.28952869712683	Josh 18:1, Josh 18:8, Josh 18:9, Josh 18:10, Josh 19:51, Josh 21:2, Josh 22:9, Josh 22:12, Judg 18:31, Judg 21:12, Judg 21:19, Judg 21:21, 1 Sam 1:3, 1 Sam 1:9, 1 Sam 1:24, 1 Sam 2:14, 1 Sam 3:21, 1 Sam 4:3, 1 Sam 4:4, 1 Sam 4:12, 1 Sam 14:3, 1 Kgs 2:27, 1 Kgs 14:2, 1 Kgs 14:4, Ps 78:60, Jer 7:12, Jer 7:14, Jer 26:6, Jer 26:9, Jer 41:5	
Shimron		32.70528895585606	35.21333285757741	Josh 11:1, Josh 19:15	
Shimron-meron	Shimron	32.70528895585606	35.21333285757741	Josh 12:20	
Shinar	Babel	>32.53650368616845	>44.42088287373876	Gen 10:10, Gen 11:2, Gen 14:1, Gen 14:9, Josh 7:21, Isa 11:11, Dan 1:2, Zech 5:11	region
Shion		32.716666	35.333334	Josh 19:19	~
Shittim	Abel-shittim	31.85826217905818	35.64156652792805	Num 25:1, Josh 2:1, Josh 3:1, Mic 6:5	
Shoa	Ecbatana	~>34.798311	~>48.514966	Ezek 23:23	
Shual	Ophrah 1	~31.95378955858199	~35.29913577541004	1 Sam 13:17	
Shunem		32.60563102234625	35.33430585716489	Josh 19:18, 1 Sam 28:4, 2 Kgs 4:8	
Shur		>30.2354	>33.247	Gen 16:7, Gen 20:1, Gen 25:18, Ex 15:22, 1 Sam 15:7, 1 Sam 27:8	
Sibmah		~31.815283	~35.766738	Num 32:38, Josh 13:19, Isa 16:8, Isa 16:9, Jer 48:32	
Sibraim	Hamath	~35.136204	~36.749488	Ezek 47:16	
Sidon		33.56316734135746	35.36634649354799	Gen 10:19, Gen 49:13, Judg 1:31, Judg 10:6, Judg 18:28, 2 Sam 24:6, 1 Kgs 17:9, Isa 23:2, Isa 23:4, Isa 23:12, Jer 25:22, Jer 27:3, Jer 47:4, Ezek 27:8, Ezek 28:21, Ezek 28:22, Joel 3:4, Zech 9:2, Matt 11:21, Matt 11:22, Matt 15:21, Mark 3:8, Mark 7:24, Mark 7:31, Luke 4:26, Luke 6:17, Luke 10:13, Luke 10:14, Acts 12:20, Acts 27:3	
Sidon the Great	Sidon	33.56316734135746	35.36634649354799	Josh 19:28	
Silla	Jerusalem	~31.777444	~35.234935	2 Kgs 12:20	
Siloam	Jerusalem	<31.777444	<35.234935	Luke 13:4, John 9:7, John 9:11	
Sin		>28.838778	>33.420573	Ex 16:1, Ex 17:1, Num 33:11, Num 33:12	region
Sinai	Mount Sinai	28.539722	33.973333	Ex 16:1, Ex 19:1, Ex 19:2, Lev 7:38, Num 1:1, Num 1:19, Num 3:4, Num 3:14, Num 9:1, Num 9:5, Num 10:12, Num 26:64, Num 33:15, Num 33:16, Deut 33:2, Judg 5:5, Ps 68:17	
Siphmoth	Anim	~31.373521	~35.074552	1 Sam 30:28	
Sirah		~31.55	~35.1	2 Sam 3:26	
Sirion	Mount Hermon	33.41615982399708	35.85725617635589	Deut 3:9, Ps 29:6, Jer 18:14	
Sitnah	Gerar	~31.39129109635703	~34.56057015639144	Gen 26:21	
Smyrna		38.45196037886051	27.16192104844777	Rev 1:11, Rev 2:8	
Soco	Socoh 1	31.68123465358001	34.97639817516712	2 Chr 11:7, 2 Chr 28:18	
Socoh 1		31.68123465358001	34.97639817516712	Josh 15:35, 1 Sam 17:1, 1 Kgs 4:10	
Socoh 2	Debir 1	~31.41666959977098	~34.96667012280085	Josh 15:48	
Sodom		31.19656033132318	35.39648411813492	Gen 10:19, Gen 13:10, Gen 13:12, Gen 13:13, Gen 14:2, Gen 14:8, Gen 14:10, Gen 14:11, Gen 14:12, Gen 14:17, Gen 14:21, Gen 14:22, Gen 18:16, Gen 18:20, Gen 18:22, Gen 18:26, Gen 19:1, Gen 19:4, Gen 19:24, Gen 19:28, Deut 29:23, Deut 32:32, Isa 1:9, Isa 1:10, Isa 3:9, Isa 13:19, Jer 23:14, Jer 49:18, Jer 50:40, Lam 4:6, Ezek 16:46, Ezek 16:48, Ezek 16:49, Ezek 16:53, Ezek 16:55, Ezek 16:56, Amos 4:11, Zeph 2:9, Matt 10:15, Matt 11:23, Matt 11:24, Luke 10:12, Luke 17:29, Rom 9:29, 2 Pet 2:6, Jude 1:7, Rev 11:8	
Solomon's	Jerusalem	<31.777444	<35.234935	Acts 3:11	
Solomon's Portico	Jerusalem	<31.777444	<35.234935	Acts 5:12	KMZ:Solomons porch
South		?	?	Zech 7:7, Matt 12:42, Luke 11:31	
Spain		>40.481391	>-3.175332	Rom 15:24, Rom 15:28	region
Straight	Damascus	~33.519299	~36.31344999999999	Acts 9:11	
Succoth 1		32.19998298531073	35.63331303389634	Gen 33:17, Josh 13:27, Judg 8:5, Judg 8:6, Judg 8:8, Judg 8:14, Judg 8:15, Judg 8:16, 1 Kgs 7:46, 2 Chr 4:17	
Succoth 2		30.62077414398056	32.25869322351544	Ex 12:37, Ex 13:20, Num 33:5, Num 33:6	
Suph	Red Sea	>27.088473	>34.771729	Deut 1:1	
Suphah	Red Sea	>27.088473	>34.771729	Num 21:14	?
Sur	Jerusalem	<31.777444	<35.234935	2 Kgs 11:6	
Susa		32.18919123705116	48.25788647687722	Ezra 4:9, Neh 1:1, Est 1:2, Est 1:5, Est 2:3, Est 2:5, Est 2:8, Est 3:15, Est 4:8, Est 4:16, Est 8:14, Est 8:15, Est 9:6, Est 9:11, Est 9:12, Est 9:13, Est 9:14, Est 9:15, Est 9:18, Dan 8:2	
Sychar		32.20307656686443	35.31192106402537	John 4:5	
Syene		24.066181	32.895862	Isa 49:12, Ezek 29:10, Ezek 30:6	now Aswan
Syracuse		37.06823247873927	15.2948238829937	Acts 28:12	
Syria	Damascus	>33.519299	>36.31344999999999	Judg 10:6, 1 Kgs 10:29, 1 Kgs 11:25, 1 Kgs 15:18, 1 Kgs 19:15, 1 Kgs 20:1, 1 Kgs 20:20, 1 Kgs 20:22, 1 Kgs 20:23, 1 Kgs 22:1, 1 Kgs 22:3, 1 Kgs 22:31, 2 Kgs 5:1, 2 Kgs 5:5, 2 Kgs 6:8, 2 Kgs 6:11, 2 Kgs 6:24, 2 Kgs 8:7, 2 Kgs 8:9, 2 Kgs 8:13, 2 Kgs 8:28, 2 Kgs 8:29, 2 Kgs 9:14, 2 Kgs 9:15, 2 Kgs 12:17, 2 Kgs 12:18, 2 Kgs 13:3, 2 Kgs 13:4, 2 Kgs 13:7, 2 Kgs 13:17, 2 Kgs 13:19, 2 Kgs 13:22, 2 Kgs 13:24, 2 Kgs 15:37, 2 Kgs 16:5, 2 Kgs 16:6, 2 Kgs 16:7, 1 Chr 18:6, 2 Chr 1:17, 2 Chr 16:2, 2 Chr 16:7, 2 Chr 18:30, 2 Chr 22:5, 2 Chr 22:6, 2 Chr 28:5, 2 Chr 28:23, Isa 7:1, Isa 7:2, Isa 7:4, Isa 7:5, Isa 7:8, Isa 17:3, Ezek 16:57, Ezek 27:16, Amos 1:5, Matt 4:24, Luke 2:2, Acts 15:23, Acts 15:41, Acts 18:18, Acts 20:3, Acts 21:3, Gal 1:21	region
Syrtis		31.766667	18.505556	Acts 27:17	water; from harper; now Sidra
Taanach		32.51723975501718	35.21632508826309	Josh 12:21, Josh 17:11, Josh 21:25, Judg 1:27, Judg 5:19, 1 Kgs 4:12, 1 Chr 7:29	
Taanath-shiloh		32.150000	35.383333	Josh 16:6	~; now Khirbat Tana
Tabbath	Abel-meholah	~32.356010	~35.536929	Judg 7:22	
Taberah	Hazeroth	~28.916667	~34.500000	Num 11:3, Deut 9:22	
Tabor 1	Mount Tabor	32.68695640243183	35.39091304299688	Josh 19:22, Judg 8:18, Ps 89:12, Jer 46:18, Hos 5:1	
Tabor 2	Chesulloth	32.683231	35.324694	1 Chr 6:77	
Tabor 3	Bethel 1	~31.93053920580005	~35.22103274923676	1 Sam 10:3	
Tadmor		34.5540491686839	38.26590497164145	2 Chr 8:4	
Tahath	Mount Hor 1	~30.317396	~35.407152	Num 33:26, Num 33:27	
Tahpanhes		30.860556	32.171389	Jer 2:16, Jer 43:7, Jer 43:8, Jer 43:9, Jer 44:1, Jer 46:14	http://en.wikipedia.org/wiki/Tahpanhes
Tamar 1	Tadmor	34.5540491686839	38.26590497164145	1 Kgs 9:18	
Tamar 2		31.024923	35.064154	Ezek 47:18, Ezek 47:19, Ezek 48:28	now Kurnub; from New Bible Dictionary
Tappuah 1		32.11666666666667	35.23333333333333	Josh 12:17, Josh 16:8, Josh 17:8	
Tappuah 2	Enam	~32.15	~35.1260	Josh 15:34	
Taralah	Haeleph	~31.792733	~35.196862	Josh 18:27	
Tarshish		36.95299512880268	-6.379340234132555	1 Kgs 10:22, 1 Kgs 22:48, 2 Chr 9:21, 2 Chr 20:36, 2 Chr 20:37, Ps 48:7, Ps 72:10, Isa 2:16, Isa 23:1, Isa 23:6, Isa 23:10, Isa 23:14, Isa 60:9, Isa 66:19, Jer 10:9, Ezek 27:12, Ezek 27:25, Ezek 38:13, Jonah 1:3, Jonah 4:2	
Tarsus		36.91802695356275	34.89153398422567	Acts 9:11, Acts 9:30, Acts 11:25, Acts 21:39, Acts 22:3	
Tehaphnehes	Tahpanhes	30.860556	32.171389	Ezek 30:18	
Tekoa		31.63622127191993	35.21407721824517	2 Sam 14:2, 2 Sam 14:4, 2 Sam 14:9, 2 Sam 23:26, 1 Chr 11:28, 2 Chr 11:6, 2 Chr 20:20, Jer 6:1, Amos 1:1	
Tel-abib	Calneh	~32.127213	~45.229995	Ezek 3:15	?; from Arch. Enc. of Holy Land
Telaim	Baalath-beer	~32.049953	~35.733402	1 Sam 15:4	
Telassar	Susa	~32.18919123705116	~48.25788647687722	2 Kgs 19:12, Isa 37:12	from http://en.wikipedia.org/wiki/Elam
Telem	Baalath-beer	~32.049953	~35.733402	Josh 15:24	
Tel-harsha	Calneh	~32.127213	~45.229995	Ezra 2:59, Neh 7:61	near the sea
Tel-melah	Calneh	~32.127213	~45.229995	Ezra 2:59, Neh 7:61	from tyndale
Tema		27.633172	38.554125	Job 6:19, Isa 21:14, Jer 25:23	
Teman		>30.203813	>35.732568	Jer 49:7, Jer 49:20, Ezek 25:13, Amos 1:12, Obad 1:9, Hab 3:3	region
Terah	Mount Hor 1	~30.317396	~35.407152	Num 33:27, Num 33:28	
The Lord Is There	Jerusalem	31.777444	35.234935	Ezek 48:35	
